1,2,3,4,5,6,7,8,9,10,11
629,BOYS PRIMARY SCHOOL DHULIAN (COMBINED) (P),Dhulian,107010501,,693,639,"1,332",,,
"",,,Total : -,693,639,"1,332",2,2,4,
630,BOYS PRIMARY SCHOOL DHULIAN (COMBINED) (P),Dhulian,107010502,,265,247,512,,,
"",Dhulian,107010503,,192,185,377,,,,
"",,,Total : -,457,432,889,2,1,3,
631,"GIRLS ELEMENTARY SCHOOL DHULIAN (COMBINED)(P)",Dhulian,107010504,,642,560,"1,202",,,
"",Dhulian,107010505,,251,229,480,,,,
"",,,Total : -,893,789,"1,682",2,2,4,
632,"GIRLS ELEMENTARY SCHOOL JANGLA(COMBINED)(P)",Jangla,107010601,,633,572,"1,205",,,
"",,,,0,0,,,,,
"",,,Total : -,633,572,"1,205",2,2,4,
633,BOYS HIGH SCHOOL JANGLA (COMBINED) (P),Jangla,107010602,,577,504,"1,081",,,
"",Utran,107010603,,287,242,529,,,,
"",Rakh Jangla Utran,107010604,0,0,0,0,,,,
"",,,Total : -,864,746,"1,610",2,2,4,
634,"BOYS PRIMARY SCHOOL DHOK MALYAR (COMBINED)(P)",Dhok Malyaran,107010506,,473,387,860,,,
"",,,0,0,,,,,,
"",,Total : -,473,387,860,2,1,3,,
Maghian,107030101,,454,446,900,,,,,
636,BOYS HIGH SCHOOL MAGHIAN (COMBINED)(P),MAGHIAN,107030102,,430,395,825,,,
"",,,,Total : -,430,395,825,2,1,3
637,GIRLS HIGH SCHOOL MAGHIAN (COMBINED) (P),Maghian,107030103,,399,376,775,,,
"",,,,,0,0,,,,
"",,,,Total : -,399,376,775,1,1,2
638,BOYS PRIMARY SCHOOL FEROZWALI (COMBINED) (P),Ferozwali,107030104,,307,301,608,,,
"",,,,,0,0,,,,
"",,,,Total : -,307,301,608,1,1,2
639,"BOYS PRIMARY SCHOOL KHAUR COMPANY(COMBINED) (P)",Khaur,107030701,,401,524,925,,,
"",,,,Total : -,401,524,925,2,1,3
640,"BOYS PRIMARY SCHOOL KHAUR COMPANY(COMBINED) (P)",KHUR,107030702,,322,220,542,,,
"",,KHUR,107030718,,301,263,564,,,
"",,,,Total : -,623,483,"1,106",2,1,3
641,"GIRLS COMMUNITY MODEL SCHOOL KHAURCOMPANY  (MALE) (P)",KHUR,107030703,,449,0,449,,,
"",,KHUR,107030719,,65,0,65,,,
"",,Khaur,107030704,,436,0,436,,,
"",,Khaur,107030705,,252,0,252,,,
"",,Khaur,107030709,,217,0,217,,,
"",,,,Total : -,"1,419",0,"1,419",4,0,4
642,GIRLS HIGH SCHOOL KHAUR COMPANY (FEMALE) (P),KHUR,107030703,,0,420,420,,,
KHUR,107030719,,0,91,91,,,,,
Khaur,107030704,,0,448,448,,,,,
Khaur,107030705,,0,222,222,,,,,
Khaur,107030709,,0,192,192,,,,,
"",,Total : -,0,"1,373","1,373",0,4,4,,
""
643,"GIRLS HIGH SCHOOL KHAUR CITY (OLD BUILDING)(COMBINED) (P)",KHUR,107030722,,133,167,300,,,
"",,KHUR,107030723,,4,3,7,,,
"",,KHUR,107030724,,131,100,231,,,
"",,,,Total : -,372,350,722,2,1,3
644,"GIRLS HIGH SCHOOL KHAUR CITY (OLD BUILDING)(COMBINED) (P)",KHUR,107030716,,616,620,"1,236",,,
"",,KHUR,107030717,,0,0,0,,,
"",,,,Total : -,616,620,"1,236",2,2,4
645,"GIRLS PRIMARY SCHOOL KHAUR CITY (COMBINED)(P)",Khaur,107030712,,167,172,339,,,
"",,Khaur,107030713,,166,154,320,,,
"",,Khaur,107030715,,199,200,399,,,
"",,,,Total : -,532,526,"1,058",2,1,3
646,"GIRLS HIGH SCHOOL KHAUR CITY NEW BUILDING(COMBINED) (P)",KHUR,107030707,,163,155,318,,,
"",,KHUR,107030721,,176,171,347,,,
"",,Khaur,107030711,,363,401,764,,,
"",,,,,0,0,,,,
"",,,,Total : -,702,727,"1,429",2,2,4
647,"BOYS ELEMENTARY SCHOOL KHAUR CITY OLDBUILDING (COMBINED) (P)",KHUR,107030706,,217,232,449,,,
"",,KHUR,107030720,,267,249,516,,,
"",,,,Total : -,484,481,965,2,1,3
648,"BOYS ELEMENTARY SCHOOL KHAUR CITY OLDBUILDING (COMBINED) (P)",Khaur,107030708,,414,371,785,,,
"",,,0,0,,,,,,
Khaur (Moh: Shadipura),107030710,,324,285,609,,,,,
"",,Total : -,738,656,"1,394",2,2,4,,
Gulial Khauran,107030501,,476,489,965,,,,,
"",,,0,0,,,,,,
"",,,,Total : -,736,729,"1,465",2,2,4
650,"GIRLS PRIMARY SCHOOL GULIAL KHAURAN(COMBINED) (P)",Gulial Khauran,107030503,,410,400,810,,,
"",,,,,0,0,,,,
"",,,,Total : -,410,400,810,2,1,3
651,BOYS MIDDLE SCHOOL KOT MALIYAR (COMBINED)(P),Kot Malyaran,107030601,,598,547,"1,145",,,
"",,,,,0,0,,,,
"",,,,Total : -,598,547,"1,145",2,2,4
652,"BOYS PRIMARY SCHOOL, DHOK MELA (COMBINED)(T)",Dhok Mela,107030602,,276,221,497,,,
"",,,,,0,0,,,,
"",,Rakh Dhok Mela,107030603,,0,0,0,,,
"",,,,Total : -,276,221,497,1,1,2
653,"GIRLS ELEMENTARY SCHOOL AHMEDAL (COMBINED)(P)",Ahmedal,107030303,,351,342,693,,,
"",,,,,0,0,,,,
"",,Ahmedal,107030304,,356,386,742,,,
"",,,,,0,0,,,,
"",,,,Total : -,707,728,"1,435",2,2,4
654,BASIC HEALTH UNIT AHMDAL (COMBINED) (T),Ahmedal,107030305,,587,630,"1,217",,,
"",,,,,0,0,,,,
"",,,,Total : -,587,630,"1,217",2,2,4
655,BOYS HIGH SCHOOL AHMDAL (COMBINED) (P),Ahmedal,107030301,,523,591,"1,114",,,
"",,,,Total : -,523,591,"1,114",2,1,3
656,BOYS HIGH SCHOOL AHMDAL (COMBINED) (P),Ahmedal,107030302,,,0,,,,
"",,,,0,,,,,,
"",,Total : -,,0,,,,,,
Pind,107030401,,525,527,"1,052",,,,,
"",,,,Total : -,723,684,"1,407",2,2,4
658,GIRLS PRIMARY SCHOOL PIND (COMBINED) (P),Pind,107030402,,462,424,886,,,
"",,,,,0,0,,,,
"",,,,Total : -,462,424,886,2,1,3
659,BOYS PRIMARY SCHOOL BAKHWALA (COMBINED) (P),Bakhuwala,107030404,,633,588,"1,221",,,
"",,,,,0,0,,,,
"",,,,Total : -,633,588,"1,221",2,2,4
660,BOYS PRIMARY SCHOOL MIKYAL (COMBINED)(P),Mikyal,107030203,,396,386,782,,,
"",,,,Total : -,396,386,782,1,2,3
661,BOYS PRIMARY SCHOOL MIKYAL (COMBINED)(P),Mikyal,107030204,,592,547,"1,139",,,
"",,,,,0,0,,,,
"",,,,Total : -,592,547,"1,139",2,1,3
662,BOYS PRIMARY SCHOOL SIPYALA (COMBINED)(P),Sipyala,107030201,,603,507,"1,110",,,
"",,Sipyala,107030202,,219,157,376,,,
"",,,,Total : -,822,664,"1,486",2,2,4
663,"BOYS PRIMARY SCHOOL NATHIAN MALKAN(COMBINED) (P)",Nathian Malkan,107030405,,407,382,789,,,
"",,,,,0,0,,,,
"",,,,Total : -,407,382,789,2,1,3
664,"GIRLS PRIMARY SCHOOL NATHIAN MALKAN(COMBINED) (P)",Nathian Malkan,107030406,,601,558,"1,159",,,
"",,,,,0,0,,,,
"",,,,Total : -,601,558,"1,159",2,2,4
665,BOYS PRIMARY SCHOOL KAMRIAL (FEMALE) (P),Kamrial,107030901,,0,333,333,,,
Kamrial,107030902,,0,661,661,,,,,
"",,Total : -,0,994,994,0,3,3,,
Kamrial,107030903,,0,389,389,,,,,
"",,,,Total : -,0,826,826,0,3,3
667,GIRLS HIGH SCHOOL KAMRIAL (MALE) (P),Kamrial,107030901,,268,0,268,,,
"",,KAMRIAL,107030902,,741,0,741,,,
"",,,,Total : -,"1,009",0,"1,009",3,0,3
668,GIRLS HIGH SCHOOL KAMRIAL (MALE) (P),Kamrial,107030903,,426,0,426,,,
"",,Kamrial,107030904,,427,0,427,,,
"",,,,Total : -,853,0,853,3,0,3
669,OFFICE OF UNION COUNCIL KAMRIAL (COMBINED) (P),Kamrial,107030905,,406,403,809,,,
"",,,,,0,0,,,,
"",,,,Total : -,406,403,809,2,1,3
670,"BOYS PRIMARY SCHOOL DHOK GUJAR, DAKHLIKAMRIAL, (COMBINED) (P)",Kamrial,107030906,,153,120,273,,,
"",,Kamrial,107030907,,193,187,380,,,
"",,Kamrial,107030908,,172,142,314,,,
"",,,,Total : -,518,449,967,2,1,3
671,GIRLS HIGH MALHUWALA (COMBINED) (P),Malhuwala,107031101,,429,375,804,,,
"",,,,Total : -,429,375,804,2,1,3
672,GIRLS HIGH MALHUWALA (COMBINED) (P),Malhuwala,107031102,,573,535,"1,108",,,
"",,,,,0,0,,,,
"",,,,Total : -,573,535,"1,108",2,1,3
673,BOYS HIGH SCHOOL GANDAKASS (COMBINED) (P),Gandakass,107031001,,851,773,"1,624",,,
"",,,,,0,0,,,,
"",,,,Total : -,851,773,"1,624",2,2,4
674,BOYS HIGH SCHOOL GANDAKASS (COMBINED) (P),Gandakass,107031002,,603,474,"1,077",,,
"",,,0,0,,,,,,
"",,Total : -,603,474,"1,077",2,1,3,,
675,"GOVERNMENT BOYS PRIMARY SCHOOL SOHAL(COMBINED) (P)",,,,0,0,,,,
"",,,,Total : -,419,330,749,1,1,2
676,BOYS PRIMARY SCHOOL BAWRA (COMBINED) (P),Baavra,107030801,,312,289,601,,,
"",,,,,0,0,,,,
"",,,,Total : -,312,289,601,1,1,2
677,"BOYS PRIMARY SCHOOL, DHOK GANJA (COMBINED)(T)",Dhok Ganja,107030802,,274,234,508,,,
"",,,,,0,0,,,,
"",,,,Total : -,274,234,508,1,1,2
678,"BOYS PRIMARY SCHOOL DHOKE GUJAR (COMBINED)(P)",Dhok Gujar,107030803,,335,307,642,,,
"",,,,,0,0,,,,
"",,,,Total : -,335,307,642,1,1,2
679,TOWN COMMITTEE OFFICE JAND (MALE) (P),Mohallah Rehmania,108040201,,481,0,481,,,
"",,Mohallah Rehmania,108040206,,226,0,226,,,
"",,Mohallah Hussain Abad,108040302,,324,0,324,,,
"",,Mohallah Haji Bazar,108040304,,180,0,180,,,
"",,Mohallah Afsar Colony,108040305,,37,0,37,,,
"",,,,Total: -,"1,248",0,"1,248",4,0,4
680,"GOVERNMENT BOYS HIGHER SECONDARY SCHOOL,(NEW BUILDING), JAND (MALE)(P)",Mohallah Gawar,108040202,,343,0,343,,,
"",,Mohallah Hussain Abad Takya,108040203,,457,0,457,,,
"",,Mohallah Hussain Abad Takya,108040207,,416,0,416,,,
"",,,,Total: -,"1,216",0,"1,216",4,0,4
681,"GOVERNMENT BOYS PRIMARY SCHOOL NO.1 JAND(MALE)(P)",Mohallah Pir Ghazi Imam,108040303,,"1,110",0,"1,110",,,
Mohallah Pir Ghazi Imam,108040308,,453,0,453,,,,,
"",,Total: -,"1,563",0,"1,563",4,0,4,,
Mohallah Ala Abad,108040402,,252,0,252,,,,,
"",(MALE)(P),Mohallah Ghousia,108040404,,348,0,348,,,
"",,,,Total: -,722,0,722,3,0,3
683,"GOVERNMENT BOYS PRIMARY SCHOOL NO.1 JAND(MALE)(P)",Mohallah Ghousia,108040406,,497,0,497,,,
"",,Mohallah Ala Abad,108040405,,535,0,535,,,
"",,,,Total: -,"1,032",0,"1,032",3,0,3
684,"GOVERNMENT GIRLS HIGH SCHOOL JAND (FEMALE)I(P)",Mohallah Rehmania,108040201,,0,512,512,,,
"",,Mohallah Rehmania,108040206,,0,179,179,,,
"",,Mohallah Hussain Abad,108040302,,0,320,320,,,
"",,,,Total: -,0,"1,011","1,011",0,3,3
685,"GOVERNMENT GIRLS HIGH SCHOOL JAND (FEMALE)II (P)",Mohallah Gawar,108040202,,0,296,296,,,
"",,Mohallah Hussain Abad Takya,108040203,,0,456,456,,,
"",,Mohallah Hussain Abad Takya,108040207,,0,399,399,,,
"",,,,Total: -,0,"1,151","1,151",0,3,3
686,VETERNARY DISPENSARY JAND (FEMALE) (T),Mohallah Pir Ghazi Imam,108040303,,0,"1,140","1,140",,,
"",,Mohallah Pir Ghazi Imam,108040308,,0,404,404,,,
"",,,,Total: -,0,"1,544","1,544",0,4,4
687,VETERNARY DISPENSARY JAND (FEMALE) (T),Mohallah Haji Bazar,108040304,,0,172,172,,,
"",,Mohallah Afsar Colony,108040305,,0,37,37,,,
"",,Mohallah Ala Abad,108040402,,0,204,204,,,
"",,Mohallah Ala Abad,108040407,,0,117,117,,,
"",,Mohallah Ghousia,108040404,,0,314,314,,,
"",,,,Total: -,0,844,844,0,3,3
688,VETERNARY DISPENSARY JAND (FEMALE) (T),Mohallah Ghousia,108040406,,0,451,451,,,
Mohallah Ala Abad,108040405,,0,534,534,,,,,
"",,Total: -,0,985,985,0,3,3,,
689,TEHSIL HEADQUARTER HOSPITAL-I JAND (MALE) (P),Mohallah Haji Bazar,108040205,,245,0,245,,,
"",,,,Total: -,743,0,743,2,0,2
690,"TEHSIL HEADQUARTER HOSPITAL-II JAND (FEMALE)(T)",Mohallah Banu Hashim,108040204,,0,519,519,,,
"",,Mohallah Haji Bazar,108040205,,0,235,235,,,
"",,,,Total: -,0,754,754,0,2,2
691,"GOVERNMENT BOYS PRIMARY SCHOOL MOHALLAHSTATION JAND (MALE) (P)",Mohallah Moj Darya,108040101,,235,0,235,,,
"",,Mohallah Barafkhana,108040103,,336,0,336,,,
"",,Mohallah Takya Jand,108040104,,377,0,377,,,
"",,,,Total: -,948,0,948,3,0,3
692,TEHCNICAL TRAINING CENTER JAND (FEMALE) (P),Mohallah Moj Darya,108040101,,0,214,214,,,
"",,Mohallah Barafkhana,108040103,,0,311,311,,,
"",,Mohallah Takya Jand,108040104,,0,344,344,,,
"",,,,Total: -,0,869,869,0,3,3
693,"WAITING ROOM RAILWAY STATION JAND(COMBINED) (T)",Mohallah Gulzar Madina,108040102,,105,83,188,,,
"",,Mohallah Railway Station,108040403,,616,565,"1,181",,,
"",,,,Total: -,721,648,"1,369",2,2,4
694,"WAITING ROOM RAILWAY STATION JAND(COMBINED) (T)",Mohallah Railway Station,108040105,,408,380,788,,,
"",,,,,0,0,,,,
"",,Mohallah Railway Station,108040401,,282,260,542,,,
"",,,,Total: -,690,640,"1,330",2,2,4
695,"GIRLS ELEMENTARY SCHOOL MOHALLAH TERA(MALE)  (P)",Mohallah Hussain Abad,108040301,,222,0,222,,,
Mohallah Tera,108040306,,286,0,286,,,,,
Mohallah Grid Station,108040307,,519,0,519,,,,,
Mohallah Grid Station,108040309,,387,0,387,,,,,
"",,Total: -,"1,414",0,"1,414",4,0,4,,
696,"GIRLS ELEMENTARY SCHOOL MOHALLAH TERA(FEMALE)  (P)",Mohallah Tera,108040306,,0,248,248,,,
"",,Mohallah Grid Station,108040307,,0,509,509,,,
"",,Mohallah Grid Station,108040309,,0,334,334,,,
"",,,,Total: -,0,1319,1319,0,4,4
697,"GOVT GIRLS DEGREE COLLEGE, JAND (MALE)",Jand,108040501,,723,0,723,,,
"",,Jand,108040502,,341,0,341,,,
"",,Jand,108040503,,126,0,126,,,
"",,,,Total: -,1190,0,1190,4,0,4
698,"GOVT GIRLS DEGREE COLLEGE, JAND (FEMALE)",Gulial Kalan,108040501,,0,677,677,,,
"",,Jand,108040502,,0,315,315,,,
"",,Jand,108040503,,0,116,116,,,
"",,,,Total: -,0,"1,108","1,108",0,3,3
699,"GOVT GIRLS DEGREE COLLEGE, JAND (MALE)",Jand (Mankoor),108040505,,727,0,"72744254",,,
"",,Jand,108040506,,442,0,,,,
"",,Jand,108040509,,54,0,,,,
"",,,,Total: -,"1,223",0,"1,223",4,0,4
700,"GOVT GIRLS DEGREE COLLEGE, JAND (FEMALE)",Jand (Mankoor),108040505,,0,632,"632416",,,
"",,Jand,108040506,,0,416,,,,
"",,Jand,108040509,,0,43,43,,,
"",,,,Total: -,0,1091,1091,0,3,3
701,"GOVT GIRLS DEGREE COLLEGE, JAND (MALE)",Jand,108040504,,397,0,397,,,
Jand,108040507,,599,0,599,,,,,
Jand,108040508,,427,0,427,,,,,
"",,Total: -,1423,0,1423,4,0,4,,
Jand,108040504,,0,385,385,,,,,
"",,Jand,108040508,,0,435,435,,,
"",,,,Total: -,0,1313,1313,0,4,4
703,BOYS PRIMARY SCHOOL LANGAR (MALE) (P),Langer,108011001,,328,0,328,,,
"",,Langer,108011002,,324,0,324,,,
"",,,,Total: -,652,0,652,2,0,2
704,BOYS PRIMARY SCHOOL LANGAR (MALE) (P),Langer,108011003,,620,0,620,,,
"",,Langer,108011004,,488,0,488,,,
"",,,,Total: -,"1,108",0,"1,108",3,0,3
705,GIRLS PRIMARY SCHOOL LANGAR (FEMALE) (P),Langer,108011001,,0,291,291,,,
"",,Langer,108011002,,0,344,344,,,
"",,,,Total: -,0,635,635,0,2,2
706,GIRLS PRIMARY SCHOOL LANGAR (FEMALE) (P),Langer,108011003,,0,579,579,,,
"",,Langer,108011004,,0,493,493,,,
"",,,,Total: -,0,"1,072","1,072",0,3,3
707,GIRLS PRIMARY SCHOOL DHAK (COMBINED)(P),Dhak,108010903,,331,320,651,,,
"",,Dhak,108010904,,407,358,765,,,
"",,,,Total: -,738,678,"1,416",2,2,4
708,BOYS HIGH SCHOOL CHURA SHARIF (COMBINED)(P),Chura,108010901,,666,631,"1,297",,,
"",,,,Total: -,666,631,"1,297",2,2,4
709,BOYS HIGH SCHOOL CHURA SHARIF (COMBINED)(P),Chura,108010902,,459,415,874,,,
"",,,,,0,0,,,,
"",,,,Total: -,459,415,874,2,1,3
710,BOYS ELEMENTARY SCHOOL BHAL CITY (MALE)(P),Bhal,108011101,,320,0,320,,,
Bhal,108011102,,597,0,597,,,,,
"",,Total: -,917,0,917,3,0,3,,
711,BOYS ELEMENTARY SCHOOL BHAL CITY (FEMALE)(P),Bhal,108011102,,0,478,478,,,
"",,,,Total: -,0,752,752,0,3,3
712,"BOYS MIDDLE SCHOOL GULIAL KALAN (COMBINED)(P)",Gulial Kalan,108011202,,612,515,"1,127",,,
"",,,,Total: -,612,515,"1,127",2,2,4
713,"GIRLS ELEMENTARY SCHOOL VILLAGE GULIAL(COMBINED) (P)",Gulial Kalan,108011201,,848,749,"1,597",,,
"",,Rakh Gulial,108011203,,2,3,5,,,
"",,,,Total: -,850,752,"1,602",2,2,4
714,BOYS PRIMARY SCHOOL JABA (COMBINED)(P),Jaba,108030204,,498,519,"1,017",,,
"",,,,Total: -,498,519,"1,017",2,1,3
715,BOYS PRIMARY SCHOOL JABA (COMBINED)(P),Jaba,108030205,,245,235,480,,,
"",,Jaba,108030206,,226,179,405,,,
"",,,,Total: -,471,414,885,1,2,3
716,BOYS HIGH SCHOOL UCHHRI (COMBINED)-I (P),Uchhri,108030201,,481,512,993,,,
"",,,,,0,0,,,,
"",,,,Total: -,481,512,993,1,2,3
717,BOYS HIGH SCHOOL UCHRI (COMBINED)-II (P),Uchhri,108030202,,343,296,639,,,
"",,Uchhri,108030203,,457,456,913,,,
"",,,,Total: -,800,752,"1,552",2,2,4
718,BOYS PRIMARY SCHOOL ZIARAT (COMBINED)(P),Ziarat,108030103,,344,314,658,,,
"",,,,,0,0,,,,
"",,,,Total: -,344,314,658,1,1,2
719,GIRLS PRIMARY SCHOOL BELA (COMBINED)(P),Bela,108030101,,486,428,914,,,
Bela,108030102,,276,240,516,,,,,
"",,Total: -,762,668,"1,430",2,2,4,,
Jhamat,108030301,,284,0,284,,,,,
""
720,BOYS HIGH SCHOOL JHAMAT (MALE)(P),Jhamat,108030303,,149,0,149,,,
"",Jhamat,108030304,,123,0,123,,,,
"",Jhamat,108030305,,134,0,134,,,,
"",,,Total: -,"1,104",0,"1,104",3,0,3,
721,BOYS HIGH SCHOOL JHAMAT (MALE)(P),Jhamat,108030306,,473,0,473,,,
"",Jhamat,108030307,,258,0,258,,,,
"",Jhamat,108030308,,343,0,343,,,,
"",Rakh Chatti,108030309,,0,0,0,,,,
"",,,Total: -,"1,074",0,"1,074",3,0,3,
722,"GOVERNMENT GIRLS HIGH SCHOOL JHAMAT(FEMALE) (P)",Jhamat,108030301,,0,258,258,,,
"",Jhamat,108030302,,0,393,393,,,,
"",Jhamat,108030303,,0,143,143,,,,
"",Jhamat,108030304,,0,99,99,,,,
"",,,Total: -,0,893,893,0,3,3,
723,"GOVERNMENT GIRLS HIGH SCHOOL JHAMAT(FEMALE) (P)",Jhamat,108030305,,0,118,118,,,
Jhamat,108030306,,0,415,415,,,,,
Jhamat,108030307,,0,234,234,,,,,
Jhamat,108030308,,0,326,326,,,,,
Rakh Chatti,108030309,0,0,0,0,,,,,
"",,Total: -,0,"1,093","1,093",0,3,3,,
Chapri Bhoral,108011309,,120,0,120,,,,,
Chapri Bhoral,108011310,,609,0,609,,,,,
Chapri Bhoral,108011311,,115,0,115,,,,,
Chapri Bhoral,108011312,,129,0,129,,,,,
Chapri Bhoral,108011313,,155,0,155,,,,,
725,"GOVERNMENT GIRLS HIGH SCHOOL CHAPRI BHORAL(FEMALE) (P)",Chapri Bhoral,108011309,,0,116,116,,,
"",,Chapri Bhoral,108011310,,0,591,591,,,
"",,Chapri Bhoral,108011311,,0,101,101,,,
"",,Chapri Bhoral,108011312,,0,134,134,,,
"",,Chapri Bhoral,108011313,,0,147,147,,,
"",,,,Total: -,0,"1,089","1,089",0,3,3
726,"GIRLS PRIMARY SCHOOL CHAPRI RAWAL(COMBINED)(P)",Chapri Rawal,108011301,,194,192,386,,,
"",,Chapri Durdial,108011305,,227,198,425,,,
"",,Chapri Durdial,108011306,,200,174,374,,,
"",,,,Total: -,621,564,"1,185",2,2,4
727,"GIRLS PRIMARY SCHOOL CHAPRI RAWAL(COMBINED)(P)",Chapri Durdial,108011307,,152,132,284,,,
"",,Chapri Durdial,108011308,,330,345,675,,,
"",,,,Total: -,482,477,959,2,1,3
728,"BOYS PRIMARY SCHOOL KORA DAKHLI CHAPRIRAWAL (COMBINED)(P)",Chapri Rawal,108011302,,219,199,418,,,
"",,Chapri Rawal,108011303,,515,438,953,,,
"",,Chapri Rawal,108011304,,119,96,215,,,
"",,,,Total: -,853,733,"1,586",2,2,4
729,BOYS PRIMARY SCHOOL SAGHRI (FEMALE) (P),Saghri,108010301,,0,505,505,,,
"",,Saghri,108010302,,0,233,233,,,
"",,,,Total: -,0,738,738,0,3,3
730,BOYS PRIMARY SCHOOL SAGHRI (FEMALE) (P),Saghri,108010303,,0,696,696,,,
Saghri,108010304,,0,368,368,,,,,
Saghri,108010305,,0,127,127,,,,,
"",,Total: -,0,"1,191","1,191",0,4,4,,
Saghri,108010301,,597,0,597,,,,,
"",,,,Total: -,823,0,823,3,0,3
732,BOYS HIGH SCHOOL SAGHRI (MALE)(P),Saghri,108010303,,734,0,734,,,
"",,Saghri,108010304,,397,0,397,,,
"",,Saghri,108010305,,143,0,143,,,
"",,,,Total: -,"1,274",0,"1,274",4,0,4
733,BOYS PRIMARY SCHOOL NAMAL (COMBINED)(P),Namal,108021201,,328,307,635,,,
"",,Namal,108021202,,125,122,247,,,
"",,Namal,108021203,,2,3,5,,,
"",,,,Total: -,455,432,887,2,1,3
734,"GOVT: GIRLS PRIMARY SCHOOL, DHOK MEHDA(FEMALE) (T)",Pind Sarhal,108020901,,0,756,756,,,
"",,Pind Sarhal,108020902,,0,241,241,,,
"",,,,Total: -,0,997,997,0,3,3
735,"GOVERNMENT BOYS HIGH SCHOOL PINDI SARHAL(MALE)(P)",Pind Sarhal,108020901,,821,0,821,,,
"",,Pind Sarhal,108020902,,261,0,261,,,
"",,,,Total: -,"1,082",0,"1,082",3,0,3
736,"GOVERNMENT BOYS HIGH SCHOOL PINDI SARHAL(MALE)(P)",Pind Sarhal,108020903,,309,0,309,,,
"",,Pind Sarhal,108020904,,355,0,355,,,
"",,Pind Sarhal,108020905,,308,0,308,,,
"",,Pind Sarhal,108020906,,233,0,233,,,
"",,,,Total: -,"1,205",0,"1,205",4,0,4
737,"GOVERNMENT GIRLS HIGH SCHOOL PINDI SARHAL(FEMALE) (P)",Pind Sarhal,108020903,,0,297,297,,,
Pind Sarhal,108020904,,0,278,278,,,,,
Pind Sarhal,108020905,,0,304,304,,,,,
Pind Sarhal,108020906,,0,236,236,,,,,
"",,Total: -,0,"1,115","1,115",0,3,3,,
""
738,BOYS HIGH SCHOOL KOT CHAJJI (MALE) (P),Kot Chaji,108010602,,318,0,318,,,
"",,Kot Chaji,108010603,,291,0,291,,,
"",,Kot Chaji,108010607,,0,0,0,,,
"",,,,Total: -,"1,213",0,"1,213",4,0,4
739,GIRLS HIGH SCHOOL KOT CHAJJI (FEMALE) (P),Kot Chaji,108010601,,0,579,579,,,
"",,Kot Chaji,108010602,,0,324,324,,,
"",,Kot Chaji,108010603,,0,292,292,,,
"",,Kot Chaji,108010607,,0,0,0,,,
"",,,,Total: -,0,"1,195","1,195",0,4,4
740,"GOVERNMENT BOYS PRIMARY SCHOOL NAMLAMERA (COMBINED) (T)",Kot Chaji/Namla Mera,108010604,,402,426,828,,,
"",,,,Total: -,402,426,828,1,2,3
741,"GOVERNMENT BOYS PRIMARY SCHOOL DHOKJHANGI (COMBINED) (T)",Kot Chaji/Dhok Jhangi,108010606,,704,643,"1,347",,,
"",,,,,0,0,,,,
"",,,,Total: -,704,643,"1,347",2,2,4
742,"GOVERNMENT BOYS PRIMARY SCHOOL No. 1 KOTCHAJJI (COMBINED) (P)",Kot Chaji,108010605,,277,289,566,,,
"",,,,,0,0,,,,
"",,,,Total: -,277,289,566,1,1,2
743,BOYS MIDDLE SCHOOL MARYALA (COMBINED)(P),Maryala,108021204,,600,576,"1,176",,,
"",,,,Total: -,600,576,"1,176",2,1,3
744,BOYS MIDDLE SCHOOL MARYALA (COMBINED)(P),Maryala,108021205,,149,140,289,,,
Maryala,108021206,,531,512,"1,043",,,,,
"",,Total: -,680,652,"1,332",2,2,4,,
Nara,108010101,,525,0,525,,,,,
Nara,108010102,,163,0,163,,,,,
Nara,108010103,,201,0,201,,,,,
"",,,,Total: -,979,0,979,3,0,3
746,"GOVERNMENT BOYS HIGHER SECONDARY SCHOOLNARA (MALE)(P)",Nara,108010107,,445,0,445,,,
"",Nara,108010108,,125,0,125,,,,
"",Nara,108010109,,252,0,252,,,,
"",Nara,108010110,,353,0,353,,,,
"",,,Total: -,"1,175",0,"1,175",4,0,4,
747,UNION COUNCILOFFICE NARA (COMBINED) (P),Nara,108010101,,525,454,454,,,
"",Nara,108010102,,163,134,134,,,,
"",Nara,108010103,,201,173,173,,,,
"",Nara,108010106,,90,68,68,,,,
"",,,Total: -,0,829,829,0,3,3,
748,UNION COUNCILOFFICE NARA (COMBINED) (P),Nara,108010107,,445,381,381,,,
"",Nara,108010108,,125,113,113,,,,
"",Nara,108010109,,252,202,202,,,,
"",Nara,108010110,,353,310,310,,,,
"",,,Total: -,0,"1,006","1,006",0,3,3,
749,BOYS PRIMARY SCHOOL NARA (MALE)(P),Nara,108010104,,714,0,714,,,
Nara,108010105,,294,0,294,,,,,
"",,Total: -,"1,008",0,"1,008",3,0,3,,
Nara,108010111,,200,0,200,,,,,
Nara,108010112,,223,0,223,,,,,
Nara,108010113,,109,0,109,,,,,
Nara,108010114,,146,0,146,,,,,
Nara,108010115,,291,0,291,,,,,
Nara,108010116,,63,0,63,,,,,
751,"GOVERNMENT GIRLS HIGH SCHOOL NARA (FEMALE)(P)",Nara,108010104,,0,573,573,,,
"",Nara,108010105,,0,270,270,,,,
"",,,Total: -,0,843,843,0,3,3,
752,"GOVERNMENT GIRLS HIGH SCHOOL NARA (FEMALE)(P)",Nara,108010111,,0,189,189,,,
"",Nara,108010112,,0,216,216,,,,
"",Nara,108010113,,0,116,116,,,,
