96,"Government Girls  Elementary SchoolHamboke. (P)",HAMBOKE,182030501,,,,603,490,1093,,,
"",,,Total,,,,603,490,1093,1,1,2
97,"Government Model Primary SchoolSaidowali(Male)(P)",SAIDO WALI,182030502,,,,707,,707,,,
"",,SAIDO WALI,182030503,,,,462,,462,,,
"",,,Total,,,,1169,,1169,2,,2
98,"Government Model Primary SchoolSaidowali(Female)(P)",SAIDO WALI,182030502,,,,,526,526,,,
"",,SAIDO WALI,182030503,,,,,279,279,,,
"",,,Total,,,,,805,805,,2,2
99,"Government Boys Primary School  KotMahraj  (P)",KOT MAHARAJ,182030504,,,,356,266,622,,,
"",,KOT MAHARAJ,182030505,,,,6,3,9,,,
"",,CHAK KHANAN,182030506,,,,158,104,262,,,
"",,MIRAN PINDI,182030507,,,,297,211,508,,,
"",,,Total,,,,817,584,1401,1,1,2
100,"Government Boys Primary School MehatPur. (P)",MEHAT PUR,182030601,,,,259,230,489,,,
"",,MEHAT PUR,182030602,,,,466,379,845,,,
"",,,Total,,,,725,609,1334,1,1,2
101,"Government Girls Primary School Kaurowal(P)",KAUROWAL,182030603,,,,588,437,1025,,,
"",,KAUROWAL,182030604,,,,199,154,353,,,
"",,,Total,,,,787,591,1378,1,1,2
102,"Government Girls Primary School MandairKalan. (P)",MUNDER KALAN,182030605,,,,383,296,679,,,
"",,,Total,,,,383,296,679,1,1,2
103,"Government Girls High School MandairKhurd (Male)(P)",MANDER KHURD,182030606,,,,382,,382,,,
MANDER KHURD,182030607,,,,391,,391,,,,,
MANDER KHURD,182030608,,,,543,,543,,,,,
"",Total,,,,1316,,1316,2,,2,,
MANDER KHURD,182030606,,,,,294,294,,,,,
MANDER KHURD,182030607,,,,,236,236,,,,,
"",,,Total,,,,,1058,1058,,2,2
105,"Government Boys Elementary School Suraj(P)",TIKKA,182030701,,,,403,290,693,,,
"",,SURAJ,182030808,,,,380,291,671,,,
"",,,Total,,,,783,581,1364,1,1,2
106,"Government Boys Primary School Gaggar.(P)",AIS PUR,182030702,,,,274,215,489,,,
"",,GAGAR,182030704,,,,491,356,847,,,
"",,NAUSHERA,182030803,,,,35,14,49,,,
"",,DHANG WAL MAHIWAL,182030804,,,,113,37,150,,,
"",,,Total,,,,913,622,1535,2,1,3
107,"Government Girls Primary School Baseer.(P)",KHORAY,182030703,,,,215,170,385,,,
"",,BASEER,182030705,,,,71,47,118,,,
"",,BASEER,182030707,,,,360,226,586,,,
"",,TAMBRA,182030706,,,,269,215,484,,,
"",,,Total,,,,915,658,1573,2,1,3
108,Government Girls Primery School Jajay.,PACCA,182030801,,,,60,38,98,,,
"",,DITTO WALI,182030802,,,,287,180,467,,,
"",,JAJJE,182030805,,,,277,227,504,,,
"",,,Total,,,,624,445,1069,1,1,2
109,"Government Boys Primary School ChaniGondal. (P)",CHHANNI GUNDAL,182030806,,,,494,322,816,,,
"",,CHHANNI GUNDAL,182030807,,,,190,132,322,,,
"",,,Total,,,,684,454,1138,1,1,2
110,"Government Boys Primary School MorrSambrial.(Male) (P)",,,"MohallahKhursheed Town Sambrial",182040101,,359,,359,,,
"",,,,"Azam TownSambrial",182040102,,639,,639,,,
"",,,,"Rasul Pura M.CSambrial",182040103,,518,,518,,,
"",,,,,Total,,1516,,1516,2,,2
111,"Government Boys Primary School MorrSambrial.(Female) (P)",,,"MohallahKhursheed Town Sambrial",182040101,,,278,278,,,
"",,"Azam TownSambrial",182040102,,,517,517,,,,,
"",,"Rasul Pura M.CSambrial",182040103,,,413,413,,,,,
"",,,Total,,,1208,1208,,2,2,,
"","Government Girls Primary SchoolRasulpura. (Male) (P)",,,"Rasul Pura M.CSambrial",182040105,,969,,969,,,
"",,,,"Rasul Pura M.CSambrial",182040107,,0,,0,,,
"",,,,,Total,,1433,,1433,2,,2
113,"Government Girls Primary SchoolRasulpura. (Female) (P)",,,Farooqabad,182040104,,,342,342,,,
"",,,,"Rasul Pura M.CSambrial",182040105,,,745,745,,,
"",,,,"Rasul Pura M.CSambrial",182040107,,,0,0,,,
"",,,,,Total,,,1087,1087,,2,2
114,"Government Boys Primary SchoolRasulpura.",,,"Rasul Pura M.CSambrial",182040106,,604,495,1099,,,
"",,,,,Total,,604,495,1099,1,1,2
115,"Government Boys Primary School No.1Mandi Sambrial(Male) (P)",,,"Karmabad/MugalTown",182040201,,375,,375,,,
"",,,,Noor Pura,182040202,,544,,544,,,
"",,,,"noorPura/Rajpootan",182040203,,716,,716,,,
"",,,,,Total,,1635,,1635,3,,3
116,"Government Girls Primary School No.1Mandi Sambrial.(Female)",,,"Karmabad/MugalTown",182040201,,,264,264,,,
"",,,,Noor Pura,182040202,,,412,412,,,
"",,,,"noorPura/Rajpootan",182040203,,,540,540,,,
"",,,,,Total,,,1216,1216,,2,2
117,Rural Health Centre Sambrial (Male)  (P),,,Rajpootan,182040204,,422,,422,,,
"",,,,Gaus Pura,182040205,,471,,471,,,
"",,,,Rajpootan,182040206,,537,,537,,,
"",,,,,Total,,1430,,1430,2,,2
118,Rural Health Centre Sambrial (Female)  (P),,,Rajpootan,182040204,,,344,344,,,
"",,,,Gaus Pura,182040205,,,353,353,,,
"",,,,Rajpootan,182040206,,,432,432,,,
"",,,,,Total,,,1129,1129,,2,2
119,"Government Boys Primary School No.2Mandi Sambrial. (P)",,,Mandi Sambrial,182040301,,515,447,962,,,
"",,,Total,,515,447,962,1,1,2,,
"",Mandi Sambrial. (Male) (P),,,"MohallahIslamabad",182040303,,635,,635,,,
"",,,,,Total,,1286,,1286,2,,2
121,"Government Boys Primary School No.2Mandi Sambrial. (Female) (P)",,,"MohallahIslamabad",182040302,,,492,492,,,
"",,,,"MohallahIslamabad",182040303,,,505,505,,,
"",,,,,Total,,,997,997,,2,2
122,"Government Boys Primary School FazalPura. (Male) (P)",,,Fazal Pura,182040304,,1045,,1045,,,
"",,,,Fazal Pura,182040306,,13,,13,,,
"",,,,,Total,,1058,,1058,2,,2
123,"Government Boys Primary School FazalPura. (Female) (P)",,,Fazal Pura,182040304,,,880,880,,,
"",,,,Fazal Pura,182040306,,,9,9,,,
"",,,,,Total,,,889,889,,2,2
124,"Government Boys Primary School FazalPura.  (P)",,,Nawab Pura,182040305,,799,598,1397,,,
"",,,,,Total,,799,598,1397,1,1,2
125,"Government Boys Degree College Sambrial(Male) (P)",,,"Fazal Pura/KhairatPura",182040401,,5,,5,,,
"",,"Fazal Pura/KhairatPura",182040405,,0,,0,,,,,
"",,"Fazal Pura/KhairatPura",182040406,,528,,528,,,,,
"",,Khairat Pura,182040403,,555,,555,,,,,
"",,"Saiydan/KhairatPura",182040404,,586,,586,,,,,
"",,,Total,,1674,,1674,3,,3,,
"",,"Fazal Pura/KhairatPura",182040401,,,3,3,,,,,
"",,"Fazal Pura/KhairatPura",182040405,,,0,0,,,,,
"",,"Fazal Pura/KhairatPura",182040406,,,423,423,,,,,
"",,,,"Saiydan/KhairatPura",182040404,,,502,502,,,
"",,,,,Total,,,1413,1413,,2,2
127,"Government Girls Primary School MohallahFazal Pura Sambrial.",,,Fazal Pura,182040402,,619,536,1155,,,
"",,,,,Total,,619,536,1155,1,1,2
128,"Government Girls College Sambrial (Male)(P)",,,Sabza Zar Colony,182040501,,305,,305,,,
"",,,,More Sambrial,182040502,,492,,492,,,
"",,,,"MohallahWadaBag",182040503,,465,,465,,,
"",,,,Shaheen Town,182040601,,287,,287,,,
"",,,,,Total,,1549,,1549,2,,2
129,"Government Girls College Sambrial (Female)(P)",,,Sabza Zar Colony,182040501,,,254,254,,,
"",,,,More Sambrial,182040502,,,380,380,,,
"",,,,"MohallahWadaBag",182040503,,,405,405,,,
"",,,,Shaheen Town,182040601,,,234,234,,,
"",,,,,Total,,,1273,1273,,2,2
130,Government Girls College Sambrial. (P),,,"SattarWali/Magrabi",182040602,,751,617,1368,,,
"",,,,,Total,,751,617,1368,1,1,2
131,"Government Girls High School Sambrial.(Male) (P)",,,MohallahMagrabi,182040603,,628,,628,,,
"",,,,"MohallahKhanqaNougaza",182040604,,633,,633,,,
"",,,,"Babu Gulam AliRoad",182040605,,348,,348,,,
"",,,,,Total,,1609,,1609,3,,3
132,"Government Girls High School Sambrial.(Female) (P)",,,MohallahMagrabi,182040603,,,521,521,,,
"",,,,"MohallahKhanqaNougaza",182040604,,,537,537,,,
"",,,,"Babu Gulam AliRoad",182040605,,,319,319,,,
"",,,,,Total,,,1377,1377,,2,2
133,"Government Boys Primary School MohallaSher Abad Kot Sambrial. (Male) (P)",,,Salim Pura,182040701,,652,,652,,,
"",,Nashtar Abad,182040702,,493,,493,,,,,
"",,,Total,,1145,,1145,2,,2,,
"",,Salim Pura,182040701,,,502,502,,,,,
"",,Nashtar Abad,182040702,,,360,360,,,,,
"",,,,,Total,,,862,862,,2,2
135,"Government Boys Primary School MohallaSher Abad Kot Sambrial. (P)",,,MohallahMagrabi,182040703,,567,450,1017,,,
"",,,,,Total,,567,450,1017,1,1,2
136,"Government Boys Islamia High SchoolSambrial. (Male) (P)",,,"Gali Ahmed DinGujar",182040704,,1412,,1412,,,
"",,,,,Total,,1412,,1412,2,,2
137,"Government Boys Islamia High SchoolSambrial. (Female) (P)",,,"Gali Ahmed DinGujar",182040704,,,1151,1151,,,
"",,,,,Total,,,1151,1151,,2,2
138,"Government Boys Islamia High SchoolSambrial. (P)",,,MohallahZargaran,182040705,,489,425,914,,,
"",,,,Mohallahshaikhan,182040706,,281,248,529,,,
"",,,,,Total,,770,673,1443,1,1,2
139,"Government Boys Elementary SchoolSambrial. (East Portion)l (Male) (P)",,,"MohallahWatarWorks",182040801,,728,,728,,,
"",,,,"Gali Midle Schoolewali",182040802,,920,,920,,,
"",,,,,Total,,1648,,1648,3,,3
140,"Government Boys Elementary SchoolSambrial. (East Portion)l (Female) (P)",,,"MohallahWatarWorks",182040801,,,613,613,,,
"",,,,"Gali Midle Schoolewali",182040802,,,774,774,,,
"",,,,,Total,,,1387,1387,,2,2
141,"Government Boys Elementary SchoolSambrial.(West Portion)l  (Male) (P)",,,"MohallahDarulslam",182040803,,605,,605,,,
"",,,,"MohallahDarulslam",182040804,,960,,960,,,
"",,,,,Total,,1565,,1565,3,,3
142,"Government Boys Elementary SchoolSambrial.(West Portion)l  (Female) (P)",,,"MohallahDarulslam",182040803,,,507,507,,,
"",,,,"MohallahDarulslam",182040804,,,827,827,,,
"",,,,,Total,,,1334,1334,,2,2
143,"Government Boys Primery School Alaywali(Gharbi)",,,Sultan Pura,182040805,,834,609,1443,,,
"",,,Total,,834,609,1443,1,1,2,,
"",Sambrial. (Male) (P),,,Sultan Pura,182040807,,427,,427,,,
"",,,,,Total,,1533,,1533,2,,2
145,"Government Muslim Awami High SchoolSambrial. (Female) (P)",,,Gulshan Town,182040806,,,913,913,,,
"",,,,Sultan Pura,182040807,,,353,353,,,
"",,,,,Total,,,1266,1266,,2,2
146,"Government Boys Primary School AmreekPura(Male)(P)",,,"SAMBRIAL/AMREEK PURA",182040901,,416,,416,,,
"",,,,"SAMBRIAL/AMREEK PURA",182040902,,48,,48,,,
"",,,,"SAMBRIAL/AMREEK PURA",182040903,,963,,963,,,
"",,,,"SAMBRIAL/AMREEK PURA",182040904,,88,,88,,,
"",,,,,Total,,1515,,1515,2,,2
147,"Government Girls Primary School AmreekPura. (Female)",,,"SAMBRIAL/AMREEK PURA",182040901,,,322,322,,,
"",,,,"SAMBRIAL/AMREEK PURA",182040902,,,0,0,,,
"",,,,"SAMBRIAL/AMREEK PURA",182040903,,,745,745,,,
"",,,,"SAMBRIAL/AMREEK PURA",182040904,,,64,64,,,
"",,,,,Total,,,1131,1131,,2,2
148,"Government Girls Primary School Ali PurGujran  (P)",,,"SAMBRIAL/ALIPUR GUJRAN.",182040905,,799,578,1377,,,
"",,,,,Total,,799,578,1377,1,1,2
149,"Government Model Primary School Fardauspura  (P)",,,"SAMBRIAL/FARDOUS PURA",182041001,,492,377,869,,,
"",,,,"SAMBRIAL/FARDOUS PURA",182041002,,115,87,202,,,
"",,,,,Total,,607,464,1071,1,1,2
150,Government Girls Primary School Alay wali.,,,"SAMBRIAL/ALAYWALI",182041003,,467,340,807,,,
"",,,Total,,467,340,807,1,1,2,,
"",,"SAMBRIAL/NAIABADI BANGLA",182041004,,825,677,1502,,,,,
152,"Government Girls Elementary School kotDoran (P)",,,"SAMBRIAL/KOTDOURAN",182041005,,680,607,1287,,,
"",,,,,Total,,680,607,1287,1,1,2
153,"Government Boys Elementry School KotliNoonan (P)",,,"SAMBRIAL/KOTBULAND",182041006,,621,500,1121,,,
"",,,,"SAMBRIAL/KOTBULAND",182041007,,193,147,340,,,
"",,,,,Total,,814,647,1461,1,1,2
154,"Government Girls Higher Secndery  SchoolBegowala(Male)(P)",,,MohallahKhewa To,n Co1m82m06it0t1e0e1,egowala,489,,489,,,
"",,,,MohallahKhewa To,n Co1m82m06it0t1e0e2,egowala,633,,633,,,
"",,,,MohallahKhewa To,n Co1m82m06it0t1e0e3,egowala,466,,466,,,
"",,,,,Total,,1588,,1588,3,,3
155,"Government Girls Higher Secndery  SchoolBegowala(Female)(P)",,,MohallahKhewa To,n Co1m82m06it0t1e0e1,egowala,,415,415,,,
"",,,,MohallahKhewa To,n Co1m82m06it0t1e0e2,egowala,,502,502,,,
"",,,,MohallahKhewa To,n Co1m82m06it0t1e0e3,egowala,,372,372,,,
"",,,,,Total,,,1289,1289,,2,2
156,"Government Boys High School Begowala.(P)",,,MohallahShahab,182060104,,609,517,1126,,,
"",,,,,Total,,609,517,1126,1,1,2
157,"Government Boys High School Begowala(Male) (P)",,,MohallahBorhiwala,182060105,,583,,583,,,
"",,MohallahMachar G,arha182060106,,640,,640,,,,,
"",,,Total,,1223,,1223,2,,2,,
"",,MohallahBorhiwala,182060105,,,435,435,,,,,
"",,MohallahMachar G,arha182060106,,,493,493,,,,,
ELECTION COMMISSION OF PAKISTAN,,,,,,,,,,,,
FORM-28,,,,,,,,,,,,
"[see rule 50]",,,,,,,,,,,,
LIST OFPOLLING STATIONS FOR A CONSTITUENCY,,,,,,,,,,,,
ELECTION TO THE PROVINCIAL ASSEMEBLY,,,,,,,,,,,,
No. and name of constituency PP-45 SLK-XI,,,,,,,,,,,,
S.No,No.& Name of Polling Staion.,In case of rural area,In case of urban area,"S.No. ofvoters ontheElectoral","Number of Voters assigned toPolling Station","No. of PollingBooths",,,,,,
"",,"Name of Electoral RollsAreas.","Census BlockCode.","Name of ElectoralRolls Areasassigned to the","Census BlockCode Number",,,,,,,
"",,,,,,,"MaleFrom ;to","FemaleFrom to",Total.,Male,Female,Total
1,2,3,4,5,6,7,8,9,10,11,12,13
"",NA-72 SLK-I,,,,,,,,,,,
"",Union Council Office Headmarala.,RANJAN MAHAL,178050312,,,,103,44,147,,,
"",,KOTLI RANJAN,178050313,,,,318,250,568,,,
"",,MAHAL HANJIAN,178050315,,,,0,0,0,,,
"",,,TOTAL:-,,,,1036,746,1782,2,2,4
2,"GovernmentGirls Primary SchoolMachrala.(Male)(P)",MACHRALA,178050302,,,,758,,758,,,
"",,MACHRALA,178050303,,,,493,,493,,,
"",,CHAK BHOKAIAN,178050314,,,,183,,183,,,
"",,,TOTAL:-,,,,1434,,1434,2,,2
3,"GovernmentGirls Primary SchoolMachrala.(Female)(P)",MACHRALA,178050302,,,,,507,507,,,
"",,MACHRALA,178050303,,,,,308,308,,,
"",,CHAK BHOKAIAN,178050314,,,,,120,120,,,
"",,,TOTAL:-,,,,,935,935,,2,2
4,"Office Union Council Pindi Khokhran atMachrala. (P)",MACHRALA,178050304,,,,580,426,1006,,,
"",,MACHRALA,178050305,,,,241,186,427,,,
"",,MACHRALA,178050306,,,,95,75,170,,,
"",,,TOTAL:-,,,,916,687,1603,2,1,3
5,"Government Boys Primary SchoolChakrala.(Male)(P)",CHAK RALA,178050307,,,,507,,507,,,
"",,CHAK RALA,178050308,,,,764,,764,,,
"",,,TOTAL:-,,,,1271,,1271,2,,2
6,"Government Girls Elementry SchoolChakrala. (Female)",CHAK RALA,178050307,,,,,367,367,,,
"",,CHAK RALA,178050308,,,,,558,558,,,
"",,,TOTAL:-,,,,,925,925,,2,2
7,"Government Girls Primary School BhahdarPur. (P)",KOTLI BAHADAR PUR,178050309,,,,319,222,541,,,
"",,KOTLI BAHADAR PUR,178050310,,,,563,445,1008,,,
"",,BAHADAR PUR (KOTLI M,PA1L78050311,,,,94,90,184,,,
"",,,TOTAL:-,,,,976,757,1733,2,2,4
8,"Government Girls Primary School Wadhal.(P)",CHIBBER WALE,178050701,,,,96,68,164,,,
"",,MUAZZAM ABAD,178050702,,,,195,149,344,,,
"",,FAUJDAR GARH,178050704,,,,197,134,331,,,
"",,NAZAM DIN PUR,178050705,,,,78,54,132,,,
"",,CHAK BAGA,178050706,,,,187,99,286,,,
"",,WADHAL,178050708,,,,208,142,350,,,
"",,,TOTAL:-,,,,961,646,1607,2,1,3
9,Government Girls High School Khannah. (P),KHANNA,178050703,,,,581,459,1040,,,
KOT BAWA,178050707,,,,203,137,340,,,,,
"",TOTAL:-,,,,784,596,1380,1,1,2,,
GAGGE WALI,178050709,,,,472,366,838,,,,,
"","GovernmentBoys Primary School Rahang.(Male)(P)",RAHANG,178050901,,,,844,,844,,,
"",,MAHUTA,178050903,,,,120,,120,,,
"",,JASTAR WAL,178050906,,,,54,,54,,,
"",,MAHAL CHAMBER,178050908,,,,17,,17,,,
"",,,TOTAL:-,,,,1035,,1035,2,,2
12,"GovernmentBoys Primary School Rahang.(Female) (P)",RAHANG,178050901,,,,,648,648,,,
"",,MAHUTA,178050903,,,,,74,74,,,
"",,JASTAR WAL,178050906,,,,,29,29,,,
"",,MAHAL CHAMBER,178050908,,,,,10,10,,,
"",,,TOTAL:-,,,,,761,761,,2,2
13,"Govt Boys Primary School Kothay Pathanan(P)",KHARANA,178050902,,,,117,82,199,,,
"",,KOTLI PATHANAN,178050904,,,,236,182,418,,,
"",,GHOGHAIT,178050907,,,,245,199,444,,,
"",,,TOTAL:-,,,,598,463,1061,1,1,2
14,Gvot. Model Primary School Lalian. (P),LALLI,178050905,,,,556,452,1008,,,
"",,,TOTAL:-,,,,556,452,1008,1,1,2
15,"GovernmentBoys Elementary School DariaBidhar. (Male) (P)",DHOLU CHAHAN,178051301,,,,196,,196,,,
"",,DARYA BADAR,178051302,,,,462,,462,,,
"",,ACHRAN,178051303,,,,172,,172,,,
"",,CHAK HARU,178051304,,,,142,,142,,,
"",,WAZIRKE,178051307,,,,0,,0,,,
"",,,TOTAL:-,,,,1019,,1019,2,,2
16,"GovernmentBoys Elementary School DariaBidhar. (Female) (P)",DHOLU CHAHAN,178051301,,,,,143,143,,,
"",,DARYA BADAR,178051302,,,,,358,358,,,
"",,ACHRAN,178051303,,,,,111,111,,,
"",,CHAK HARU,178051304,,,,,124,124,,,
"",,WAZIRKE,178051307,,,,,0,0,,,
"",,,TOTAL:-,,,,,765,0,,2,2
17,"Government Girls Primary School RaawlKukar. (P)",KOKAR,178051305,,,,42,34,76,,,
"",,KHOKHAR,178051306,,,,0,0,0,,,
"",,PIR SUBZ,178051308,,,,47,29,76,,,
"",,RAWAAL,178051309,,,,190,162,352,,,
"",,,TOTAL:-,,,,279,225,504,1,1,2
"",NA-73 SLK-II,,,,,,,,,,,
18,"Government Girls Primary SchoolGanjianwali. (P)",GANJIAN WALI,178020301,,,,355,257,612,,,
GANJIAN WALI,178020302,,,,327,274,601,,,,,
"",TOTAL:-,,,,682,531,1213,1,1,2,,
ADALAT GARH,178020303,,,,255,,255,,,,,
"","Government Girls High School Adalat Graha(Male) (P)",ADALAT GARH,178020304,,,,446,,446,,,
"",,ADALAT GARH,178020305,,,,559,,559,,,
"",,ADALAT GARH,178020326,,,,450,,450,,,
"",,,TOTAL:-,,,,1710,,1710,3,,3
20,"Government Girls High School AdalatGraha(East)(Female) (P)",ADALAT GARH,178020303,,,,,286,286,,,
"",,ADALAT GARH,178020304,,,,,230,230,,,
"",,ADALAT GARH,178020305,,,,,446,446,,,
"",,ADALAT GARH,178020326,,,,,366,366,,,
"",,,TOTAL:-,,,,,1328,1328,,2,2
21,"Government Boys Elementary School AdalatGraha. (Male) (P)",ADALAT GARH,178020306,,,,705,,705,,,
"",,ADALAT GARH,178020327,,,,829,,829,,,
"",,,TOTAL:-,,,,1534,,1534,2,,2
22,"Government Boys Elementary School AdalatGraha. (Female) (P)",ADALAT GARH,178020306,,,,,535,535,,,
"",,ADALAT GARH,178020327,,,,,653,653,,,
"",,,TOTAL:-,,,,,1188,1188,,2,2
23,"Government Boys Elementary School AdalatGraha.(Primery-Portion) (Male) (P)",ADALAT GARH,178020307,,,,115,,115,,,
"",,ADALAT GARH,178020308,,,,0,,0,,,
"",,ADALAT GARH,178020328,,,,49,,49,,,
"",,ADALAT GARH,178020309,,,,125,,125,,,
"",,ADALAT GARH,178020329,,,,310,,310,,,
"",,ADALAT GARH,178020310,,,,953,,953,,,
"",,,TOTAL:-,,,,1552,,1552,2,,2
24,"Government Boys Elementary School AdalatGraha.(Primery-Portion) (Female) (P)",ADALAT GARH,178020307,,,,,82,82,,,
"",,ADALAT GARH,178020308,,,,,0,0,,,
"",,ADALAT GARH,178020328,,,,,35,35,,,
"",,ADALAT GARH,178020309,,,,,89,89,,,
"",,ADALAT GARH,178020329,,,,,247,247,,,
"",,ADALAT GARH,178020310,,,,,778,778,,,
"",,,TOTAL:-,,,,,1231,1231,,2,2
25,"Community Model Girls Primary SchoolAdalat Graha. (Male) (P)",ADALAT GARH,178020311,,,,3,,3,,,
ADALAT GARH,178020330,,,,332,,332,,,,,
ADALAT GARH,178020331,,,,351,,351,,,,,
ADALAT GARH,178020312,,,,253,,253,,,,,
ADALAT GARH,178020332,,,,267,,267,,,,,
ADALAT GARH,178020313,,,,255,,255,,,,,
"",TOTAL:-,,,,1461,,1461,2,,2,,
ADALAT GARH,178020311,,,,,7,7,,,,,
ADALAT GARH,178020330,,,,,263,263,,,,,
"",Adalat Graha. (Female) (P),ADALAT GARH,178020312,,,,,197,197,,,
"",,ADALAT GARH,178020332,,,,,217,217,,,
"",,ADALAT GARH,178020313,,,,,179,179,,,
"",,,TOTAL:-,,,,,1140,1140,,2,2
27,"Government Girls  Elementry SchoolMazafar Pura. (Male) (P)",MUZAFFAR PUR,178020314,,,,192,,192,,,
"",,MUZAFFAR PUR,178020315,,,,362,,362,,,
"",,MUZAFFAR PUR,178020333,,,,306,,306,,,
"",,MUZAFFAR PUR,178020334,,,,348,,348,,,
"",,MUZAFFAR PUR,178020317,,,,254,,254,,,
"",,MUZAFFAR PUR,178020318,,,,140,,140,,,
"",,MUZAFFAR PUR,178020319,,,,163,,163,,,
"",,,TOTAL:-,,,,1765,,1765,3,,3
28,"Government Girls Elementry SchoolMazafar Pura. (Female) (P)",MUZAFFAR PUR,178020314,,,,,150,150,,,
"",,MUZAFFAR PUR,178020315,,,,,357,357,,,
"",,MUZAFFAR PUR,178020333,,,,,172,172,,,
"",,MUZAFFAR PUR,178020334,,,,,295,295,,,
"",,MUZAFFAR PUR,178020317,,,,,186,186,,,
"",,MUZAFFAR PUR,178020318,,,,,116,116,,,
"",,MUZAFFAR PUR,178020319,,,,,117,117,,,
"",,,TOTAL:-,,,,,1393,1393,,2,2
29,"Government Boys Primary School MazafarPura.  (P)",MUZAFFAR PUR,178020316,,,,930,708,1638,,,
"",,,TOTAL:-,,,,930,708,1638,2,1,3
30,"Government Model Elementary SchoolButter. (Male) (P)",BUTTAR,178020320,,,,329,,329,,,
"",,BUTTAR,178020321,,,,227,,227,,,
"",,BUTTAR,178020322,,,,144,,144,,,
"",,BUTTAR,178020323,,,,483,,483,,,
"",,,TOTAL:-,,,,1183,,1183,2,,2
31,"Government Model Elementary SchoolButter. (Female) (P)",BUTTAR,178020320,,,,,268,268,,,
"",,BUTTAR,178020321,,,,,181,181,,,
"",,BUTTAR,178020322,,,,,95,95,,,
"",,BUTTAR,178020323,,,,,399,399,,,
"",,,TOTAL:-,,,,,943,943,,2,2
32,"Government Model Elementary SchoolButter. (Male) (P)",BUTTAR,178020324,,,,1012,,1012,,,
BUTTAR,178020325,,,,214,,214,,,,,
BUTTAR,178020335,,,,110,,110,,,,,
"",TOTAL:-,,,,1336,,1336,2,,2,,
BUTTAR,178020324,,,,,811,811,,,,,
BUTTAR,178020325,,,,,188,188,,,,,
"",,,TOTAL:-,,,,,1085,1085,,2,2
34,"Government Model Primary School ShatabGarh.  (Male-Portion)(Male) (P)",SHATAB GARH,178020401,,,,1236,,1236,,,
"",,SHATAB GARH,178020402,,,,406,,406,,,
"",,,TOTAL:-,,,,1642,,1642,3,,3
35,"Government Model Primary School ShatabGarh.  (Male-Portion)(Female) (P)",SHATAB GARH,178020401,,,,,1042,1042,,,
"",,SHATAB GARH,178020402,,,,,313,313,,,
"",,,TOTAL:-,,,,,1355,1355,,2,2
36,"Government Model Primary School ShatabGarh.  (Female-Portion)(Male) (P)",SHATAB GARH,178020403,,,,163,,163,,,
"",,SHATAB GARH,178020404,,,,683,,683,,,
"",,SHATAB GARH,178020405,,,,369,,369,,,
"",,,TOTAL:-,,,,1215,,1215,2,,2
37,"GovernmentGirls Primary School (MohallahRohail Pura) Shatab Garh.(Female)  (P)",SHATAB GARH,178020403,,,,,115,115,,,
"",,SHATAB GARH,178020404,,,,,527,527,,,
"",,SHATAB GARH,178020405,,,,,258,258,,,
"",,,TOTAL:-,,,,,900,900,,2,2
38,"Government Boys Primary SchoolBabaranwala.(Male) (P)",BHABRIAN WALA,178020406,,,,140,,140,,,
"",,BHABRIAN WALA,178020407,,,,752,,752,,,
"",,BHABRIAN WALA,178020408,,,,300,,300,,,
"",,,TOTAL:-,,,,1192,,1192,2,,2
39,"Government Boys Primary SchoolBabaranwala.(Female) (P)",BHABRIAN WALA,178020406,,,,,91,91,,,
"",,BHABRIAN WALA,178020407,,,,,530,530,,,
"",,BHABRIAN WALA,178020408,,,,,227,227,,,
"",,,TOTAL:-,,,,,848,848,,2,2
